Initializing environment: ALE/Pong-v5
Atari detected. State shape after preprocessing: (4, 84, 84)
Using device: cuda
Building networks for state shape (4, 84, 84) and 6 actions.
Using Prioritized Replay Buffer
Models and logs will be saved in: ./results_task3
Step: 668027, Episode: 335, Reward: 15.00, Epsilon: 0.010
Step: 670288, Episode: 336, Reward: 15.00, Epsilon: 0.010
Step: 672456, Episode: 337, Reward: 16.00, Epsilon: 0.010
Step: 674414, Episode: 338, Reward: 19.00, Epsilon: 0.010
Step: 676935, Episode: 339, Reward: 14.00, Epsilon: 0.010
Step: 679169, Episode: 340, Reward: 13.00, Epsilon: 0.010
Step: 681137, Episode: 341, Reward: 19.00, Epsilon: 0.010
Step: 683312, Episode: 342, Reward: 17.00, Epsilon: 0.010
Step: 685507, Episode: 343, Reward: 14.00, Epsilon: 0.010
Step: 687713, Episode: 344, Reward: 16.00, Epsilon: 0.010
Step: 689469, Episode: 345, Reward: 19.00, Epsilon: 0.010
Step: 691375, Episode: 346, Reward: 20.00, Epsilon: 0.010
Step: 693405, Episode: 347, Reward: 18.00, Epsilon: 0.010
Step: 695502, Episode: 348, Reward: 16.00, Epsilon: 0.010
Step: 698306, Episode: 349, Reward: 9.00, Epsilon: 0.010
Step: 700064, Episode: 350, Reward: 19.00, Epsilon: 0.010
Starting evaluation for 20 episodes...
--- Evaluation Result (Ep 350, Step 700064) ---
Avg Reward over 20 episodes: 15.00 (Duration: 38.93s)
--------------------------------------------------
*** New best model saved: ./results_task3\dqn_pong_enhanced_ddqnTrue_perTrue_multiTrue_n3_best.pt ***
Step: 702197, Episode: 351, Reward: 14.00, Epsilon: 0.010
Step: 705182, Episode: 352, Reward: 6.00, Epsilon: 0.010
Step: 707542, Episode: 353, Reward: 15.00, Epsilon: 0.010
Step: 709670, Episode: 354, Reward: 17.00, Epsilon: 0.010
Step: 711445, Episode: 355, Reward: 19.00, Epsilon: 0.010
Step: 713659, Episode: 356, Reward: 14.00, Epsilon: 0.010
Step: 715610, Episode: 357, Reward: 19.00, Epsilon: 0.010
Step: 717289, Episode: 358, Reward: 20.00, Epsilon: 0.010
Step: 719772, Episode: 359, Reward: 14.00, Epsilon: 0.010
Step: 722180, Episode: 360, Reward: 15.00, Epsilon: 0.010
Step: 724129, Episode: 361, Reward: 18.00, Epsilon: 0.010
Step: 726297, Episode: 362, Reward: 14.00, Epsilon: 0.010
Step: 728224, Episode: 363, Reward: 17.00, Epsilon: 0.010
